IMG,QSN,TXT,OBJ,COL,CNT,OTH
COCO_train2014_000000119666.jpg,How many cylinders does this truck likely have?,0,5,0,3,0
COCO_train2014_000000119760.jpg,Is that a court show on TV?,1,5,2,0,0
COCO_train2014_000000120044.jpg,When was the photo taken?,0,5,1,0,0
COCO_train2014_000000120059.jpg,How old do you think this woman is?,0,5,0,3,1
COCO_train2014_000000120385.jpg,Where is the barn-red bench?,2,5,3,0,0
COCO_train2014_000000120642.jpg,What time was this picture taken?,1,4,2,2,0
COCO_train2014_000000120744.jpg,How many people use this bed?,0,4,0,4,0
COCO_train2014_000000120785.jpg,How many people are in the picture?,0,5,0,5,0
COCO_train2014_000000012079.jpg,What does the woman have in her hand?,0,5,2,0,0
COCO_train2014_000000121047.jpg,What sport is this?,1,4,2,0,0
COCO_train2014_000000121047.jpg,Are they in a park?,2,3,0,0,0
COCO_train2014_000000121249.jpg,What numbers are there?,2,2,0,5,0
COCO_train2014_000000012131.jpg,What is the guy doing?,1,4,2,0,0
COCO_train2014_000000121363.jpg,Could the floor use a mopping?,0,5,1,0,0
COCO_train2014_000000012145.jpg,What are the colors most prominently represented?,0,2,5,1,0
COCO_train2014_000000121565.jpg,Will this person need to brush his or her teeth?,0,4,2,0,1
COCO_train2014_000000012182.jpg,What color is this man's shirt?,0,3,3,0,0
COCO_train2014_000000121902.jpg,What is the purpose of lining the pan?,0,5,1,0,0
COCO_train2014_000000122001.jpg,Is the woman on the chair getting a haircut?,0,5,3,0,0
COCO_train2014_000000122028.jpg,What type of dog is this?,0,5,2,0,1
COCO_train2014_000000012224.jpg,Why are these boys under the umbrella because of the rain?,2,3,0,1,0
COCO_train2014_000000122335.jpg,What sport is this person doing?,0,5,0,0,0
COCO_train2014_000000012249.jpg,What kind of food is on the plate?,0,5,1,0,0
COCO_train2014_000000122511.jpg,How many umbrella's are there?,1,5,0,4,0
COCO_train2014_000000122597.jpg,How many bears are wearing pants?,0,4,1,5,1
COCO_train2014_000000122631.jpg,Where is the lady?,0,5,1,0,0
COCO_train2014_000000122750.jpg,How many skiers do you see?,0,4,0,5,0
COCO_train2014_000000012284.jpg,Is this a natural body of water?,0,5,2,0,0
COCO_train2014_000000122854.jpg,How many bunks are there?,0,4,0,5,0
COCO_train2014_000000122937.jpg,Has this mitt been used?,0,5,1,0,0
COCO_train2014_000000122964.jpg,What time of day is it in this picture?,0,4,1,0,1
COCO_train2014_000000123166.jpg,Why is the woman standing on one leg?,1,4,1,0,0
COCO_train2014_000000123330.jpg,Where is the pizza?,0,4,0,0,0
COCO_train2014_000000123351.jpg,Is the plant taller than the clock?,3,4,1,0,0
COCO_train2014_000000123413.jpg,Is the animal using the computer?,0,5,3,0,0
COCO_train2014_000000123799.jpg,Are there islands?,0,5,1,0,0
COCO_train2014_000000123837.jpg,Are sausages healthy?,0,4,2,0,1
COCO_train2014_000000123851.jpg,What is sitting on the table in front of the lady?,1,5,0,1,0
COCO_train2014_000000123851.jpg,How old is the lady?,1,5,1,2,1
COCO_train2014_000000123891.jpg,Can you see through the forest?,0,5,2,0,0
COCO_train2014_000000123921.jpg,Is the cat relaxing?,1,4,0,0,1
COCO_train2014_000000124067.jpg,Is there tofu in the salad?,0,5,2,0,0
COCO_train2014_000000124197.jpg,What race is this man?,0,5,2,0,1
COCO_train2014_000000012428.jpg,How many apples are there?,0,5,2,5,0
COCO_train2014_000000124306.jpg,Is this person happy?,0,5,0,0,1
COCO_train2014_000000124349.jpg,Is the fridge full?,0,5,2,1,0
COCO_train2014_000000124577.jpg,Are there more vegetables on the plate than meat?,0,5,1,2,0
COCO_train2014_000000012460.jpg,Is the girl happy?,1,5,2,0,0
COCO_train2014_000000124734.jpg,What color are the roses?,0,2,4,0,0
COCO_train2014_000000124829.jpg,Do you need a fork to eat this?,0,5,2,0,1
COCO_train2014_000000125275.jpg,How much are banana's a pound?,4,5,0,3,0
COCO_train2014_000000012544.jpg,What modes of transport are in the photo?,1,4,0,1,0
COCO_train2014_000000125626.jpg,Do the elephants live on a farm?,0,5,1,0,0
COCO_train2014_000000125720.jpg,What are the people looking at?,3,5,3,1,0
COCO_train2014_000000125735.jpg,How many horses are there?,0,3,0,2,0
COCO_train2014_000000125882.jpg,What room is this?,0,5,1,1,0
COCO_train2014_000000126059.jpg,What kind of food is this?,0,5,1,0,0
COCO_train2014_000000012620.jpg,Is there an animal only partially in frame?,0,5,1,0,0
COCO_train2014_000000126239.jpg,Is that English?,1,4,1,1,0
COCO_train2014_000000126281.jpg,How many bikes?,0,4,1,4,0
COCO_train2014_000000126347.jpg,Does the Ocean touch the sky?,0,5,2,0,0
COCO_train2014_000000126355.jpg,What is the man wearing?,0,5,3,0,0
COCO_train2014_000000126408.jpg,Is this person ready?,0,5,1,0,0
COCO_train2014_000000126531.jpg,Where is the teddy bear?,0,5,1,0,0
COCO_train2014_000000126531.jpg,What TV show is this referring to?,1,5,0,1,1
COCO_train2014_000000126734.jpg,What vehicles are the people riding?,0,5,2,0,0
COCO_train2014_000000126803.jpg,Is this person a student?,1,5,1,0,0
COCO_train2014_000000126832.jpg,Where are the cats looking?,0,4,1,1,2
COCO_train2014_000000126906.jpg,What is the person wearing?,0,5,1,0,0
COCO_train2014_000000012701.jpg,Is it a sunny or clouding day?,1,4,2,0,1
COCO_train2014_000000127076.jpg,How old is the child in the picture?,0,5,1,3,0
COCO_train2014_000000127214.jpg,Where are the elephants walking?,0,5,2,0,0
COCO_train2014_000000012726.jpg,What is the name of this company?,3,3,2,0,0
COCO_train2014_000000127284.jpg,Where is the dog at?,0,5,3,0,0
COCO_train2014_000000127284.jpg,Is the sky cloudy?,0,5,2,0,0
COCO_train2014_000000127284.jpg,Is the man wearing glasses?,0,4,0,0,0
COCO_train2014_000000127306.jpg,What color is his jacket?,0,3,5,0,0
COCO_train2014_000000127491.jpg,Is the window broken?,0,5,1,0,1
COCO_train2014_000000127491.jpg,Is this a house?,0,5,1,0,0
COCO_train2014_000000127558.jpg,What room is this?,0,5,1,0,0
COCO_train2014_000000127654.jpg,Why is the teddy bear laying on the sidewalk?,2,4,1,0,1
COCO_train2014_000000127712.jpg,What is your favorite brand of orange juice?,2,5,1,0,0
COCO_train2014_000000127747.jpg,What is the color of the cloud?,1,4,5,0,0
COCO_train2014_000000127869.jpg,What is the man sitting on?,0,4,0,0,0
COCO_train2014_000000127882.jpg,How many people are eating this hotdog?,0,3,1,4,0
COCO_train2014_000000127899.jpg,What is on the bedspread?,0,5,2,1,0
COCO_train2014_000000127986.jpg,How many times has she hit the ball?,0,3,1,3,1
COCO_train2014_000000128008.jpg,What is in the girls pocket?,0,5,0,0,0
COCO_train2014_000000128312.jpg,What is the name of this landmark?,0,5,1,0,0
COCO_train2014_000000128320.jpg,What is the latest this photo could be dated?,1,5,2,2,1
COCO_train2014_000000128328.jpg,Are there any living things pictured?,0,5,1,0,0
COCO_train2014_000000128398.jpg,Is this a vegetarian meal?,0,4,1,0,0
COCO_train2014_000000128482.jpg,Is he serving?,1,4,1,0,1
COCO_train2014_000000128647.jpg,What brand is on the man's shirt?,1,4,2,0,0
COCO_train2014_000000128826.jpg,Is this an interview?,1,4,1,0,0
COCO_train2014_000000128977.jpg,What sport is being demonstrated here?,1,3,1,0,0
COCO_train2014_000000129176.jpg,How many horses are there?,0,5,0,5,0
COCO_train2014_000000129313.jpg,How many burners does the range have?,0,5,0,5,0
COCO_train2014_000000129509.jpg,What is he holding?,0,5,3,0,0
COCO_train2014_000000129563.jpg,How many burners are on?,2,3,1,3,0
COCO_train2014_000000012996.jpg,Is the animal a puppy?,1,5,0,0,0
COCO_train2014_000000130006.jpg,How many slices are left?,1,3,0,3,0
COCO_train2014_000000130065.jpg,Are the dogs asleep?,0,5,1,0,0
COCO_train2014_000000130088.jpg,Which fruit has dark colored seeds inside?,1,4,4,0,0
COCO_train2014_000000130245.jpg,What is the score?,3,5,1,3,0
COCO_train2014_000000130280.jpg,Is this boy scared while learning skiing?,0,5,1,0,0
COCO_train2014_000000130295.jpg,Is the a new photo?,1,4,2,0,0
COCO_train2014_000000130295.jpg,What is the woman looking down at?,0,5,2,0,0
COCO_train2014_000000130339.jpg,Are the people feeding the giraffes?,1,5,0,0,1
COCO_train2014_000000130402.jpg,Is this a tiny model?,0,5,2,0,0
COCO_train2014_000000130517.jpg,How many colors are on the kite?,0,3,3,3,0
COCO_train2014_000000130588.jpg,What objects are being used to prop up the support post on the fence?,0,5,0,1,0
COCO_train2014_000000130607.jpg,Are they playing a team sport?,0,4,3,1,0
COCO_train2014_000000130884.jpg,What is on the floor near the toilet?,0,5,0,0,0
COCO_train2014_000000130897.jpg,Are those Woodys is the background?,0,5,3,0,0
COCO_train2014_000000131015.jpg,Count the different patterns?,0,5,5,4,0
COCO_train2014_000000131118.jpg,Are this cargo planes?,0,5,1,0,0
COCO_train2014_000000131190.jpg,Is the clock between two arches?,2,5,0,1,0
COCO_train2014_000000131245.jpg,What is the boy doing?,0,5,1,0,0
COCO_train2014_000000013129.jpg,What vegetables can be seen?,0,5,2,0,0
COCO_train2014_000000131339.jpg,Is the woman surfing?,0,5,0,0,0
COCO_train2014_000000131509.jpg,Can you see the shop's name?,2,5,1,0,0
COCO_train2014_000000131524.jpg,What are the shingles made of?,1,5,1,1,0
COCO_train2014_000000131570.jpg,Does someone have a sense of color coordination?,1,4,2,0,0
COCO_train2014_000000131665.jpg,Is the person sleeping?,0,5,0,0,0
COCO_train2014_000000131665.jpg,Is the woman standing or sitting down?,2,5,1,0,1
COCO_train2014_000000131780.jpg,What is on top of the SUV?,0,4,1,0,0
COCO_train2014_000000131825.jpg,Which hand is this man writing with?,0,4,1,0,1
COCO_train2014_000000131884.jpg,Does the trash can need to be emptied?,1,4,2,0,0
COCO_train2014_000000131894.jpg,What is the width of the toilet and sink area?,1,5,0,2,1
COCO_train2014_000000131909.jpg,How many people are in the picture?,0,4,0,4,0
COCO_train2014_000000131909.jpg,Why must the tables be made of stainless steel in this environment?,0,4,0,0,1
COCO_train2014_000000013198.jpg,What color is the fire hydrant?,0,5,5,0,0
COCO_train2014_000000132057.jpg,What are the main colors in the picture?,0,4,5,0,0
COCO_train2014_000000132170.jpg,What breed of dog is it?,0,4,2,0,0
COCO_train2014_000000132249.jpg,Is this an asian elephant?,0,5,1,0,0
COCO_train2014_000000132262.jpg,What is the last word on the note?,3,5,0,0,0
COCO_train2014_000000132310.jpg,Are they having fun?,0,5,1,0,0
COCO_train2014_000000013249.jpg,Is there a wedding going on in the background?,0,2,1,0,0
COCO_train2014_000000132538.jpg,Can you give count the amount of bananas?,0,4,0,5,0
COCO_train2014_000000132778.jpg,Can you turn right?,1,3,3,0,0
COCO_train2014_000000132838.jpg,What caused the marks on the concrete in this photograph?,0,4,2,0,0
COCO_train2014_000000013284.jpg,What color shirt is the bear on the left wearing?,0,2,5,0,0
COCO_train2014_000000013285.jpg,What is the trick the skateboarder is doing down the handrail?,0,5,1,1,0
COCO_train2014_000000132889.jpg,How many shakers of condiments do you see?,0,5,0,5,0
COCO_train2014_000000132973.jpg,Do the windows have blinds?,0,5,2,0,0
COCO_train2014_000000133013.jpg,Where is the plane from?,1,5,1,0,0
COCO_train2014_000000133114.jpg,What is the weather?,0,3,3,0,0
COCO_train2014_000000133315.jpg,What is flying in the air?,0,5,2,0,0
COCO_train2014_000000133456.jpg,How many sheep are in the picture?,0,4,0,3,0
COCO_train2014_000000133609.jpg,"Would ""House Beautiful"" show this innovative arrangement?",0,5,1,0,1
COCO_train2014_000000133909.jpg,Did the cat do something wrong?,0,5,1,0,1
COCO_train2014_000000134037.jpg,What year was the photo taken?,1,4,0,3,0
COCO_train2014_000000134039.jpg,Are any people in the photo?,0,5,1,2,1
COCO_train2014_000000134268.jpg,What time is it?,3,4,0,5,0
COCO_train2014_000000134294.jpg,Is this room a home?,0,5,1,0,2
COCO_train2014_000000134294.jpg,How many knobs are on the drawer?,0,3,0,5,0
COCO_train2014_000000134622.jpg,What number is the umpire wearing?,2,2,1,2,0
COCO_train2014_000000134640.jpg,What color are the rocks?,0,5,5,0,0
COCO_train2014_000000134818.jpg,What type of bakery is this from?,4,3,1,0,0
COCO_train2014_000000135251.jpg,How many cows are standing?,1,4,1,4,0
COCO_train2014_000000135577.jpg,How many cats are sleeping on the left?,1,5,0,4,0
COCO_train2014_000000135676.jpg,What type of glasses are on the table?,0,5,1,1,0
COCO_train2014_000000135754.jpg,Is this person a world-class professional athlete?,0,5,0,0,0
COCO_train2014_000000135761.jpg,Are these roses smell good?,1,5,0,0,2
COCO_train2014_000000136097.jpg,How is taken the picture?,0,5,0,0,0
COCO_train2014_000000136200.jpg,What medical term would be used to describe the relationship between these girls?,0,4,2,1,0
COCO_train2014_000000136200.jpg,Is she going to lick off the spoon?,0,3,1,0,1
COCO_train2014_000000136230.jpg,How many monitors are seen?,1,3,0,4,0
COCO_train2014_000000136232.jpg,What is this food?,0,5,1,0,0
COCO_train2014_000000136310.jpg,What is above the people?,0,5,0,0,0
COCO_train2014_000000136346.jpg,What is the number of the yellow bus?,4,4,1,2,0
COCO_train2014_000000136570.jpg,What brand of phone is this?,4,5,0,0,0
COCO_train2014_000000136687.jpg,Is that a remote or phone in his hand?,0,5,0,0,0
COCO_train2014_000000136704.jpg,What does the sign say?,3,4,0,1,0
COCO_train2014_000000136832.jpg,What are they watching on TV?,0,5,0,0,0
COCO_train2014_000000013731.jpg,Where is the plastic fork?,0,5,0,0,1
COCO_train2014_000000137711.jpg,How many people are in this picture?,0,5,0,4,0
COCO_train2014_000000137847.jpg,Is there another animal besides the giraffe?,0,5,2,0,1
COCO_train2014_000000138315.jpg,What color shoes does he have?,0,4,4,0,0
